quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis
"What Mr. Martin did sdy, according to a man I’ve interviewed who was at the meeting, was that the Reserve Board was not afraid we were In for a serious recession.",general_business,improve,na,na,vague,assertive,official,William McChesney Martin,national,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608634/1957102101/0575.xml,1957-10-21,"evening star (washington, d.c.) 1854-1972",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"Rather, this is an essential adjustment which will set the stage for the next upswing as we progress toward the new decade of the ’6os.",general_business,improve,na,na,vague,assertive,official,na,national,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608634/1957102101/0575.xml,1957-10-21,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,24.0,inferred_long
Loll in Inflation And Boom Seen By Industrialists,general_business,no_change,stable,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608634/1957102501/0813.xml,1957-10-25,"evening star (washington, d.c.) 1854-1972",full_page,flat,worsen,INDPRO,0.0,True,,12.0,default
Softening of the business boom and a letup of inflation were foreseen by top industrial executives meeting here today with Secretary of Commerce Weeks.,general_business,worsen,stable,na,vague,assertive,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608634/1957102501/0813.xml,1957-10-25,"evening star (washington, d.c.) 1854-1972",full_page,worsen,worsen,INDPRO,1.0,True,,6.0,inferred_short
"Members of the Commerce Department's Business Advisory Council agreed generally that business is leveling off and that 1948. with poesiblt minor ups and downs, will average out 1 “about ae good as 1967.”",general_business,no_change,na,na,12,hedged,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608634/1957102501/0813.xml,1957-10-25,"evening star (washington, d.c.) 1854-1972",full_page,flat,worsen,INDPRO,0.0,True,,12.0,stated
"Several of the industrialists thought business activity might dip slightly after the year-end holiday rush, before resuming an upward march that has characterised the past 2Vi years.",general_business,improve,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608634/1957102501/0813.xml,1957-10-25,"evening star (washington, d.c.) 1854-1972",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"It indicates. Informants said, that the long rise of consumer prices soon will level off.",prices,no_change,stable,na,vague,assertive,unclear,na,national,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608634/1957102501/0813.xml,1957-10-25,"evening star (washington, d.c.) 1854-1972",full_page,flat,up,CPI,0.0,True,,6.0,inferred_short
"Over-all, the picture of 105 S drawn for BAC is one of fairly stable prices, slowly rising consumer income and retail sales, a weakening in, some manufacturing industries but a rise in others, a gain in housing construction, and a decline in Federal spending offest by a rise in State and local government outlays.",general_business,improve,stable,na,12,assertive,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608634/1957102501/0813.xml,1957-10-25,"evening star (washington, d.c.) 1854-1972",full_page,improve,worsen,INDPRO,0.0,True,,12.0,stated
"Mr. Patzer probably is correct in saying that his machine will make possible the selling of a greatly increased number of items in vending machines, and perhaps that a “completely automated supermarket” is only a simple step away.",general_business,improve,na,na,vague,hedged,expert,William A. Patzer,industry,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608658/1957112701/1029.xml,1957-11-27,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
"This house will have fewer luxuries, less butter, more guns and more books.",other,worsen,na,na,vague,assertive,layperson,Dorothy Faxon,national,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608658/1957112901/1166.xml,1957-11-29,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
And you 11 get plenty of good buys in 1958,prices,improve,down,na,12,assertive,journalist,Sylvia Porter,national,False,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608671/1957122601/0672.xml,1957-12-26,"evening star (washington, d.c.) 1854-1972",full_page,down,up,CPI,0.0,True,,12.0,stated
"A business downturn is not in the cards next year, at least not for New York, the Commerce and Industry Association of New York says.",general_business,improve,na,na,12,assertive,expert,Commerce and Industry Association of New York,regional,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608671/1957122601/0672.xml,1957-12-26,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=regional (not US national),,
most economists believe the recovery will continue,general_business,improve,na,na,vague,hedged,expert,na,industry,True,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608683/1958010501/0295.xml,1958-01-05,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
there ought to be more money around this year for the building and buying of homee.,markets,improve,na,na,12,hedged,expert,na,industry,True,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608683/1958010501/0295.xml,1958-01-05,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
the demand for funds from sources other than housing Is likely to decline.,markets,worsen,na,na,12,hedged,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608683/1958010501/0295.xml,1958-01-05,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,STOCK,0.0,True,,12.0,stated
corporations do not plan aa heavy capital expenditures In' 195* as In 1957.,general_business,worsen,na,na,12,assertive,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608683/1958010501/0295.xml,1958-01-05,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,stated
No pickup is expected in the first quarter of 1958.,general_business,no_change,na,na,6,hedged,journalist,na,industry,False,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608683/1958010501/0295.xml,1958-01-05,"evening star (washington, d.c.) 1854-1972",full_page,flat,,,,False,scope=industry (not US national),,
"the prospect is that 1958 will be one of the best year's in history, in the opinion of Frank R. Nichols, vice president of the aluminum association.",general_business,improve,na,na,12,hedged,expert,Frank R. Nichols,industry,True,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608683/1958010501/0295.xml,1958-01-05,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
The eeon omists are' predicting 8 to 6 million unemployed by March.,employment,worsen,na,up,6,assertive,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608683/1958010501/0295.xml,1958-01-05,"evening star (washington, d.c.) 1854-1972",full_page,up,up,UNRATE,1.0,True,,6.0,stated
Strikes. at a lower ebb In 11987 than In any year since World War 11. can be expected to flare more frequently this year?,employment,worsen,na,na,12,hedged,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608683/1958010501/0295.xml,1958-01-05,"evening star (washington, d.c.) 1854-1972",full_page,up,flat,UNRATE,0.0,True,,12.0,stated
"“As we look ahead in 1958 he said, “there are grounds for expecting that the decline in business activity need not be prolonged and that economic growth can be resumed without extended interruption.”",general_business,improve,na,na,12,hedged,official,Dwight D. Eisenhower,national,True,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608695/1958012001/0351.xml,1958-01-20,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated
"“There are good reasons for confidence that a vigorous expansion of our economy can bo sustained over the years,” the President reported.",general_business,improve,na,na,vague,hedged,official,Dwight D. Eisenhower,national,True,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608695/1958012001/0351.xml,1958-01-20,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"But if the zoning recommendations now considered are adopted, it was predicted there would be lower land values and hence smaller tax collections, and businesses and apartment houses would go beyond the city’s limits",general_business,worsen,down,na,vague,assertive,expert,na,regional,True,if the zoning recommendations now considered are adopted,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608695/1958012801/0907.xml,1958-01-28,"evening star (washington, d.c.) 1854-1972",full_page,worsen,,,,False,scope=regional (not US national),,
The recession la fading and business promises to get better and better,general_business,improve,na,na,vague,assertive,expert,Arthur H. Motley,national,True,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608695/1958012901/0961.xml,1958-01-29,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
A vear from now well all be fighting inflation instead of recession.,prices,unclear,up,na,12,assertive,expert,Arthur H. Motley,national,True,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608695/1958012901/0961.xml,1958-01-29,"evening star (washington, d.c.) 1854-1972",full_page,up,flat,CPI,0.0,True,,12.0,stated
the Republicans keep saying things will be better in the second six months of this year.,general_business,improve,na,na,12,assertive,official,Republicans,national,True,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608701/1958021101/0825.xml,1958-02-11,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated
"For the truth is that, with a vast population growing larger and larger each month and with America’s plant and capacity still less than is essential to meet the requirements of an expanding economy, the recovery is inevitable.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608701/1958021101/0825.xml,1958-02-11,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
The question of exactly what month will see the “pickup” is less important than the fact that the “pickup” is certain.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608701/1958021101/0825.xml,1958-02-11,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
The nationalization of the oil fields and pipelines is expected to give vast profits to the rulers.,other,improve,na,na,vague,hedged,journalist,na,foreign,False,nationalization of the oil fields,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608701/1958021101/0825.xml,1958-02-11,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=foreign (not US national),,
"Beginning next month, there will be an increase in credit demand as a result of tax bills and the normal spring increase in auto and home-buying.",general_business,improve,na,na,6,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608713/1958022301/0597.xml,1958-02-23,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,6.0,stated
"But much of the newly available credit will be used. Government economist* hope, to expand business and industry after current inventories, now being depleted, are removed.",general_business,improve,na,na,vague,hedged,official,Government economists,national,True,after current inventories are removed,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608713/1958022301/0597.xml,1958-02-23,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"If inventories are cut back enough, increased manufacturing activity will be required in order to replace them",general_business,improve,na,na,vague,assertive,journalist,na,national,False,If inventories are cut back enough,/service/ndnp/dlc/batch_dlc_queenofspades_ver01/data/sn83045462/00280608713/1958022301/0597.xml,1958-02-23,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
